run,mean_rmsd,median_rmsd,p95_rmsd,aligned_mean_rmsd,pc3_spread_ratio,paired_pc10,median_rank,top10_rate,top100_rate
raw100k_512,4.308765888214111,4.048515796661377,7.424122333526611,4.307327747344971,0.48184889554977417,2.908777236938477,3826.0,0.0027341772151898,0.0232911392405063
raw100k_1024,4.308351516723633,4.031528949737549,7.423153400421143,4.306779384613037,0.5172196626663208,2.914621353149414,3801.0,0.0027341772151898,0.0242025316455696
raw100k_confweight,4.314737319946289,4.055860996246338,7.452585697174072,4.3133955001831055,0.4635739028453827,2.9114232063293457,3938.0,0.0027341772151898,0.0219746835443038
raw100k_unweighted_ft,4.316826343536377,4.053666591644287,7.454005718231201,4.315393447875977,0.47997066378593445,2.90962290763855,3849.0,0.0028354430379746,0.0238987341772151
