record_type,analysis,replicate,metric,estimate,ci95_low,ci95_high,units,n_physical_particles,seed,repetitions,notes
permutation_sample,random_target_derangement_distribution,178,mean_rmsd,6.940652402431151,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,179,mean_rmsd,6.895680221738695,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,180,mean_rmsd,6.927430293722998,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,181,mean_rmsd,6.894541885846778,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,182,mean_rmsd,6.9093131512629835,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,183,mean_rmsd,6.898310678313051,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,184,mean_rmsd,6.8931025658740275,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,185,mean_rmsd,6.903395061251484,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,186,mean_rmsd,6.924373479263692,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,187,mean_rmsd,6.940029688654067,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,188,mean_rmsd,6.9163392334225815,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,189,mean_rmsd,6.919733717097512,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,190,mean_rmsd,6.888240904144094,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,191,mean_rmsd,6.916274660653706,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,192,mean_rmsd,6.902256214069415,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,193,mean_rmsd,6.941176152205166,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,194,mean_rmsd,6.924237073910388,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,195,mean_rmsd,6.9608749532699585,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,196,mean_rmsd,6.933609777221197,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,197,mean_rmsd,6.909047519889059,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,198,mean_rmsd,6.917220554557028,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,199,mean_rmsd,6.908445165115067,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,200,mean_rmsd,6.90800474350362,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,201,mean_rmsd,6.929431759327273,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,202,mean_rmsd,6.9273345660439025,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,203,mean_rmsd,6.909214860288403,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,204,mean_rmsd,6.921415002400362,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,205,mean_rmsd,6.913576566213294,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,206,mean_rmsd,6.963472819086872,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,207,mean_rmsd,6.906346930781497,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,208,mean_rmsd,6.914621146371093,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,209,mean_rmsd,6.9354790259011185,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,210,mean_rmsd,6.901109423927115,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,211,mean_rmsd,6.918250470390803,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,212,mean_rmsd,6.92825295453132,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,213,mean_rmsd,6.900315290789061,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,214,mean_rmsd,6.908412221437769,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,215,mean_rmsd,6.924328852375852,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,216,mean_rmsd,6.931608799777454,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,217,mean_rmsd,6.887078884293762,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,218,mean_rmsd,6.9302230496225485,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,219,mean_rmsd,6.906580294283131,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,220,mean_rmsd,6.936830899769747,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,221,mean_rmsd,6.904603213068806,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,222,mean_rmsd,6.9084360203561905,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,223,mean_rmsd,6.908970151949533,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,224,mean_rmsd,6.960938011229793,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,225,mean_rmsd,6.901161693512639,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,226,mean_rmsd,6.9257303686141976,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,227,mean_rmsd,6.939309441228456,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,228,mean_rmsd,6.9030484225236926,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,229,mean_rmsd,6.916759212192101,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,230,mean_rmsd,6.9451700954920135,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,231,mean_rmsd,6.8715052026917665,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,232,mean_rmsd,6.89413463788093,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,233,mean_rmsd,6.908535550684869,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,234,mean_rmsd,6.926621794640264,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,235,mean_rmsd,6.909813101225262,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,236,mean_rmsd,6.9182956000581575,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,237,mean_rmsd,6.923255511585671,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,238,mean_rmsd,6.8972529880306395,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,239,mean_rmsd,6.938815796912471,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,240,mean_rmsd,6.904707445881035,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,241,mean_rmsd,6.908830592167528,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,242,mean_rmsd,6.926126571329335,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,243,mean_rmsd,6.948634393148785,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,244,mean_rmsd,6.932813179462771,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,245,mean_rmsd,6.905220459575895,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,246,mean_rmsd,6.916328678143175,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,247,mean_rmsd,6.925278167302096,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,248,mean_rmsd,6.903575660319269,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,249,mean_rmsd,6.963548415304739,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,250,mean_rmsd,6.914579579824134,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,251,mean_rmsd,6.899392366192009,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,252,mean_rmsd,6.919315906512587,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,253,mean_rmsd,6.925873518472986,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,254,mean_rmsd,6.9269062287415135,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,255,mean_rmsd,6.928504057340985,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,256,mean_rmsd,6.904662899089765,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,257,mean_rmsd,6.91492322234866,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,258,mean_rmsd,6.935481467138363,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,259,mean_rmsd,6.945261945676201,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,260,mean_rmsd,6.887948151829877,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,261,mean_rmsd,6.905045321476611,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,262,mean_rmsd,6.939737841895864,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,263,mean_rmsd,6.923190638795684,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,264,mean_rmsd,6.945351737782925,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,265,mean_rmsd,6.919732827210728,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,266,mean_rmsd,6.921067187683493,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,267,mean_rmsd,6.915632900020745,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,268,mean_rmsd,6.934302373801606,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,269,mean_rmsd,6.937144609765162,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,270,mean_rmsd,6.891032295577134,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,271,mean_rmsd,6.9260727290745026,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,272,mean_rmsd,6.914926073339921,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,273,mean_rmsd,6.96180638733393,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,274,mean_rmsd,6.894808815642248,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,275,mean_rmsd,6.9245762287453765,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,276,mean_rmsd,6.883488981090015,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,277,mean_rmsd,6.925955130782309,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,278,mean_rmsd,6.899802412117584,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,279,mean_rmsd,6.905987052350105,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,280,mean_rmsd,6.942222488439536,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,281,mean_rmsd,6.9140449432179905,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,282,mean_rmsd,6.931958130824415,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,283,mean_rmsd,6.913674455606485,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,284,mean_rmsd,6.880249390879764,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,285,mean_rmsd,6.904368226232409,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,286,mean_rmsd,6.8954006272931645,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,287,mean_rmsd,6.936329995541634,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,288,mean_rmsd,6.895410987093479,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,289,mean_rmsd,6.930850494336479,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,290,mean_rmsd,6.927852811282195,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,291,mean_rmsd,6.919253024656562,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,292,mean_rmsd,6.913225049393087,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,293,mean_rmsd,6.921803123039536,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,294,mean_rmsd,6.88211510101753,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,295,mean_rmsd,6.939702301339259,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,296,mean_rmsd,6.946421532063545,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,297,mean_rmsd,6.9183765832563,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,298,mean_rmsd,6.925048788879492,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,299,mean_rmsd,6.902640595411953,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,300,mean_rmsd,6.90864054636412,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,301,mean_rmsd,6.934328703047354,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,302,mean_rmsd,6.915016895620129,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,303,mean_rmsd,6.925551024292089,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,304,mean_rmsd,6.950937709337548,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,305,mean_rmsd,6.898629176550274,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,306,mean_rmsd,6.929963602609273,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,307,mean_rmsd,6.922350577112995,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,308,mean_rmsd,6.94684231502195,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,309,mean_rmsd,6.924175021207786,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,310,mean_rmsd,6.935028511264656,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,311,mean_rmsd,6.930617053007778,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,312,mean_rmsd,6.9305112798304505,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,313,mean_rmsd,6.916275686686553,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,314,mean_rmsd,6.934571244831327,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,315,mean_rmsd,6.934186725725102,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,316,mean_rmsd,6.924370455886745,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,317,mean_rmsd,6.938198598463324,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,318,mean_rmsd,6.890606452990182,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,319,mean_rmsd,6.9284503075563455,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,320,mean_rmsd,6.91998505075672,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,321,mean_rmsd,6.929139272074156,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,322,mean_rmsd,6.936684853396839,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,323,mean_rmsd,6.912402699808531,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,324,mean_rmsd,6.930652392906479,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,325,mean_rmsd,6.90770080002652,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,326,mean_rmsd,6.932817649116999,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,327,mean_rmsd,6.895336377795739,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,328,mean_rmsd,6.9258426742433,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,329,mean_rmsd,6.9189301834951475,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,330,mean_rmsd,6.891129251793971,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,331,mean_rmsd,6.883645756528348,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,332,mean_rmsd,6.973387371473675,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,333,mean_rmsd,6.9160059844029105,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,334,mean_rmsd,6.961377183865897,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,335,mean_rmsd,6.887680593864828,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,336,mean_rmsd,6.884795987225787,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,337,mean_rmsd,6.9322235506637195,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,338,mean_rmsd,6.91185029173501,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,339,mean_rmsd,6.924292063230201,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,340,mean_rmsd,6.921003770309159,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,341,mean_rmsd,6.9097142427058165,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,342,mean_rmsd,6.9061839215846,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,343,mean_rmsd,6.903290881289712,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,344,mean_rmsd,6.910052172636685,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,345,mean_rmsd,6.919893532885781,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,346,mean_rmsd,6.920557901165154,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,347,mean_rmsd,6.936359072757673,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,348,mean_rmsd,6.919948492026028,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,349,mean_rmsd,6.923760018348695,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,350,mean_rmsd,6.864811674588844,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,351,mean_rmsd,6.921076349149777,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,352,mean_rmsd,6.904437771664391,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,353,mean_rmsd,6.916813516363313,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,354,mean_rmsd,6.942242508972748,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,355,mean_rmsd,6.8857498953251906,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,356,mean_rmsd,6.928664985294584,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,357,mean_rmsd,6.945143904166886,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,358,mean_rmsd,6.888442001547995,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,359,mean_rmsd,6.931647216289859,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,360,mean_rmsd,6.913634128679203,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,361,mean_rmsd,6.917959897149967,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,362,mean_rmsd,6.911241774909104,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,363,mean_rmsd,6.920925999629347,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,364,mean_rmsd,6.904018822609625,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,365,mean_rmsd,6.905333089611199,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,366,mean_rmsd,6.926699418888817,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,367,mean_rmsd,6.935039737616914,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,368,mean_rmsd,6.893335932043534,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,369,mean_rmsd,6.919778746882572,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,370,mean_rmsd,6.923279926324193,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,371,mean_rmsd,6.901722045862223,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,372,mean_rmsd,6.8910921989151195,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,373,mean_rmsd,6.92592853396452,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,374,mean_rmsd,6.892443708842314,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
permutation_sample,random_target_derangement_distribution,375,mean_rmsd,6.92128584812261,,,angstrom,9875,20260718,1000,Accepted fixed-point-free permutation.
